Customer ID	Name	Date of Birth	Gender	Email	Phone Number	Address	Account Type	Account Number	Balance (USD)	Credit Score	Loan Status	Loan Amount (USD)	Transaction Frequency (per month)	Last Transaction Date
8f18da2d	Guy Medina	1968-08-24	Female	michaelamanning@davidson-coleman.com	+1-071-846-9026x2054	1585 Julie Highway, Port Kevin, HI 63524	Savings	GB68XDLT13310131353067	13782.24	704	Default	19981.75	1	2024-12-11
12e12c9d	Nicole Bell	1960-03-02	Male	timjacobs@bowers-allen.com	+1-679-810-5066x449	79419 Daniel Stream, Patrickport, MS 35335	Current	GB34CZTW58013138609548	39710.78	626	Closed	42728.31	29	2025-02-08
678bca05	Chloe Richardson	1959-08-05	Female	javierlindsey@gmail.com	273.433.4687	05107 Delgado Ford Suite 178, Douglasside, ID 16086	Savings	GB69DTIP50484640069201	1636.5	371	Default	0.0	19	2025-02-19
91e29870	Tamara Rhodes	1954-01-04	Female	courtney60@hotmail.com	919.517.4490	0733 Courtney Fords Apt. 402, West Corey, NV 30916	Current	GB28MBLY28746787052818	29669.33	547	Closed	0.0	24	2024-04-22
0e65e8fa	Michele Lopez	1959-06-22	Female	jennifer42@hotmail.com	387.746.8262	36574 Joy Lane, Pamville, OR 26069	Current	GB55LTCE22140498561472	45073.46	548	Default	24184.35	2	2024-09-30
2101a588	Thomas Dunn	1979-11-16	Female	rebeccalambert@hotmail.com	459.617.6274x2851	62216 Clayton Manor, Delgadomouth, CA 36259	Current	GB67FQPG30087313075656	14042.95	804	Active	0.0	21	2024-10-31
e716eb5e	Thomas Reed	1965-09-09	Male	vanessa09@garcia.com	(327)022-6473	4945 Owens Vista Apt. 621, Sanchezville, AK 89704	Current	GB48QCDR74774472255495	10383.28	624	Active	0.0	10	2024-04-05
cfcbe4fb	George Fleming	1985-08-30	Male	douglas87@sims-rodriguez.com	(797)457-2750x21583	15821 Zuniga Divide Suite 000, Cassandramouth, WV 45640	Savings	GB62OUUY68306214682358	12885.57	557	Active	30251.44	1	2024-03-21
1c128777	Jennifer Malone	1979-03-24	Male	terry53@gmail.com	+1-305-530-5250	90119 Donald Shoals, New John, NC 75936	Savings	GB19WHRK89756631521030	10150.9	708	Closed	49991.84	4	2024-06-08
cf2e1298	Jason Brown	1989-09-11	Male	wrightkevin@adams.info	+1-087-436-6977	290 Kelly Passage, New Eric, WA 79963	Savings	GB45FFPK34301850586404	10594.2	307	Default	0.0	24	2024-11-24
06e7fda3	Mackenzie Woods	1982-01-27	Female	stevensdonna@hotmail.com	055.054.4451x4784	7473 Lance Field Suite 823, South Mason, NY 86359	Savings	GB04WBOC18351937027781	9372.2	819	Active	15442.59	3	2024-08-18
ee9ea5c7	John Turner	1973-01-22	Female	mbeltran@ramirez.com	716-678-4928x4497	42841 Jones Brooks Apt. 748, Lake Shannonbury, TN 38825	Savings	GB07ZGRG43486522604815	33754.26	804	Active	0.0	5	2024-10-12
b00883af	Troy Moore	1957-07-13	Female	lawsonkimberly@hotmail.com	+1-108-962-2889x56101	522 Flores Spring, West Sheri, DC 23337	Savings	GB23ELIW79599741529653	35857.71	773	Active	6639.92	12	2025-01-22
a83d4a35	Jose Carlson	1956-03-28	Male	olsonstephanie@fisher-gardner.org	136-931-9511x240	447 Garcia Fort, Katherineview, FL 94285	Fixed Deposit	GB62ATIO55362924381273	11957.24	300	Default	0.0	22	2024-11-12
dcbba517	Michele Maxwell	1983-08-17	Female	bfrost@hotmail.com	889.775.4791x35928	Unit 5454 Box 3544, DPO AE 84964	Fixed Deposit	GB98DIKH35893272996677	12230.23	307	Closed	0.0	5	2024-10-20
32b246e0	Ian Bowers	1951-06-19	Male	hayneskaren@barber-lambert.com	(012)147-8067x9932	3288 Derrick Green Apt. 994, Port Henrystad, AR 10511	Current	GB50EUGL87897554417084	30493.95	773	Default	0.0	6	2024-03-05
65d6888a	Andrea Johnson	1968-09-02	Male	john20@yahoo.com	0769534604	23706 Keith Cape Suite 842, Lake Carla, UT 97806	Current	GB85HODH83031265143341	11722.72	816	Active	0.0	20	2024-04-10
7d2d9c61	Hannah Williams	1974-07-18	Female	millerdeanna@hotmail.com	+1-834-101-8435x76195	37580 Stuart Curve, West Mary, NM 46961	Fixed Deposit	GB38JSDF94570618624440	47613.46	593	Closed	37512.53	12	2024-03-14
e21d618a	Stephanie Vaughn DDS	1977-05-19	Female	elizabeth22@yahoo.com	(642)870-1173x635	27452 Gomez Well Suite 645, North Alyssa, ND 04682	Savings	GB28XTDU77581193303895	44424.62	444	Closed	2193.36	4	2024-08-24
